sample_id,rel_path,cwe,sanitizer,true_label,condition,variant,hint,run_id,model,prediction,cwe_type,confidence,error
S0203,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__fopen__func_preg_match-no_filtering__select_from-interpretation_simple_quote.php,CWE_89,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0235,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__shell_exec__func_mysql_real_escape_string__select_from_where-concatenation.php,CWE_89,func_mysql_real_escape_string,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0196,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__backticks__func_FILTER-CLEANING-email_filter__join-concatenation_simple_quote.php,CWE_89,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0228,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__popen__no_sanitizing__multiple_select-interpretation.php,CWE_89,no_sanitizing,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,100,
S0198,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__backticks__func_mysql_real_escape_string__multiple_select-concatenation.php,CWE_89,func_mysql_real_escape_string,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,95,
S0209,raw_sard_php/Injection/CWE_89/unsafe/CWE_89__object-Array__no_sanitizing__multiple_AS-concatenation_simple_quote.php,CWE_89,no_sanitizing,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-89,100,
S0280,raw_sard_php/Injection/CWE_98/safe/CWE_98__object-classicGet__func_preg_match-letters_numbers__require_file_name-concatenation_simple_quote.php,CWE_98,func_preg_match-letters_numbers,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,82,
S0300,raw_sard_php/Injection/CWE_98/safe/CWE_98__unserialize__ternary_white_list__include_file_name-sprintf_%s_simple_quote.php,CWE_98,ternary_white_list,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-502,95,
S0254,raw_sard_php/Injection/CWE_98/safe/CWE_98__SESSION__func_preg_replace2__require_file_name-interpretation_simple_quote.php,CWE_98,func_preg_replace2,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,None,74,
S0285,raw_sard_php/Injection/CWE_98/safe/CWE_98__object-indexArray__func_preg_replace2__require_file_name-interpretation_simple_quote.php,CWE_98,func_preg_replace2,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,78,
S0248,raw_sard_php/Injection/CWE_98/safe/CWE_98__POST__func_FILTER-CLEANING-number_float_filter__require_file_id-concatenation_simple_quote.php,CWE_98,func_FILTER-CLEANING-number_float_filter,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,None,86,
S0261,raw_sard_php/Injection/CWE_98/safe/CWE_98__backticks__CAST-cast_int_sort_of__include_file_id-sprintf_%d_simple_quote.php,CWE_98,CAST-cast_int_sort_of,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,None,90,
S0294,raw_sard_php/Injection/CWE_98/safe/CWE_98__system__func_FILTER-VALIDATION-number_int_filter__require_file_id-concatenation_simple_quote.php,CWE_98,func_FILTER-VALIDATION-number_int_filter,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Safe,None,92,
S0244,raw_sard_php/Injection/CWE_98/safe/CWE_98__GET__func_preg_match-only_letters__require_file_name-sprintf_%s_simple_quote.php,CWE_98,func_preg_match-only_letters,Safe,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,82,
S0355,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__shell_exec__func_FILTER-CLEANING-full_special_chars_filter__include_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,90,
S0359,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__unserialize__func_FILTER-CLEANING-full_special_chars_filter__include_file_name-concatenation_simple_quote.php,CWE_98,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
S0358,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__system__func_FILTER-CLEANING-full_special_chars_filter__include_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,82,
S0311,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__SESSION__func_FILTER-CLEANING-special_chars_filter__include_file_name-concatenation_simple_quote.php,CWE_98,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,90,
S0309,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__POST__func_preg_match-no_filtering__include_file_name-concatenation_simple_quote.php,CWE_98,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
S0349,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__popen__func_FILTER-CLEANING-special_chars_filter__include_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
S0337,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__object-directGet__func_FILTER-CLEANING-full_special_chars_filter__require_file_name-interpretation_simple_quote.php,CWE_98,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,90,
S0310,raw_sard_php/Injection/CWE_98/unsafe/CWE_98__POST__func_preg_match-no_filtering__require_file_name-interpretation_simple_quote.php,CWE_98,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,2,gpt-5.5-2026-04-23,Vulnerable,CWE-98,95,
