sample_id,rel_path,cwe,sanitizer,true_label,condition,variant,hint,run_id,model,prediction,cwe_type,confidence,error
S0014,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__CAST-cast_int_sort_of2__find_size-concatenation_simple_quote.php,CWE_78,CAST-cast_int_sort_of2,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0015,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__CAST-cast_int_sort_of__find_size-concatenation_simple_quote.php,CWE_78,CAST-cast_int_sort_of,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0016,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__func_FILTER-CLEANING-number_int_filter__find_size-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-number_int_filter,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,95,
S0017,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__func_addslashes__cat-concatenation_simple_quote.php,CWE_78,func_addslashes,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0018,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__func_htmlspecialchars__ls-sprintf_%s_simple_quote.php,CWE_78,func_htmlspecialchars,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,82,
S0019,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__func_preg_match-letters_numbers__ls-sprintf_%s_simple_quote.php,CWE_78,func_preg_match-letters_numbers,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0020,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__func_preg_match-only_numbers__find_size-sprintf_%s_simple_quote.php,CWE_78,func_preg_match-only_numbers,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,95,
S0021,raw_sard_php/Injection/CWE_78/safe/CWE_78__backticks__func_preg_replace2__cat-interpretation_simple_quote.php,CWE_78,func_preg_replace2,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,92,
S0022,raw_sard_php/Injection/CWE_78/safe/CWE_78__exec__CAST-cast_float_sort_of__find_size-interpretation_simple_quote.php,CWE_78,CAST-cast_float_sort_of,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0023,raw_sard_php/Injection/CWE_78/safe/CWE_78__exec__CAST-cast_int__find_size-concatenation_simple_quote.php,CWE_78,CAST-cast_int,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,92,
S0024,raw_sard_php/Injection/CWE_78/safe/CWE_78__exec__CAST-func_settype_float__find_size-concatenation_simple_quote.php,CWE_78,CAST-func_settype_float,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0025,raw_sard_php/Injection/CWE_78/safe/CWE_78__exec__func_floatval__find_size-concatenation_simple_quote.php,CWE_78,func_floatval,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,92,
S0026,raw_sard_php/Injection/CWE_78/safe/CWE_78__exec__func_intval__find_size-sprintf_%s_simple_quote.php,CWE_78,func_intval,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,92,
S0027,raw_sard_php/Injection/CWE_78/safe/CWE_78__exec__func_preg_replace2__cat-sprintf_%s_simple_quote.php,CWE_78,func_preg_replace2,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0028,raw_sard_php/Injection/CWE_78/safe/CWE_78__exec__func_preg_replace__cat-interpretation_simple_quote.php,CWE_78,func_preg_replace,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,82,
S0029,raw_sard_php/Injection/CWE_78/safe/CWE_78__fopen__CAST-cast_int_sort_of__find_size-interpretation_simple_quote.php,CWE_78,CAST-cast_int_sort_of,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0030,raw_sard_php/Injection/CWE_78/safe/CWE_78__fopen__func_floatval__find_size-concatenation_simple_quote.php,CWE_78,func_floatval,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0031,raw_sard_php/Injection/CWE_78/safe/CWE_78__fopen__func_mysql_real_escape_string__find_size-sprintf_%s_simple_quote.php,CWE_78,func_mysql_real_escape_string,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0032,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-Array__CAST-func_settype_float__find_size-concatenation_simple_quote.php,CWE_78,CAST-func_settype_float,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,92,
S0033,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-Array__func_preg_match-only_numbers__find_size-concatenation_simple_quote.php,CWE_78,func_preg_match-only_numbers,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,95,
S0034,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-classicGet__CAST-cast_int__find_size-sprintf_%s_simple_quote.php,CWE_78,CAST-cast_int,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,95,
S0035,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-classicGet__func_FILTER-CLEANING-number_float_filter__find_size-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-number_float_filter,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0036,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-classicGet__func_preg_replace__cat-interpretation_simple_quote.php,CWE_78,func_preg_replace,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,78,
S0037,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-classicGet__whitelist_using_array__find_size-concatenation_simple_quote.php,CWE_78,whitelist_using_array,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,95,
S0038,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-directGet__func_FILTER-VALIDATION-number_int_filter__find_size-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-VALIDATION-number_int_filter,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,92,
S0039,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-directGet__func_htmlentities__cat-interpretation_simple_quote.php,CWE_78,func_htmlentities,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,80,
S0040,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-directGet__ternary_white_list__find_size-sprintf_%s_simple_quote.php,CWE_78,ternary_white_list,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,95,
S0041,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-indexArray__func_FILTER-CLEANING-number_float_filter__find_size-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-number_float_filter,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0042,raw_sard_php/Injection/CWE_78/safe/CWE_78__object-indexArray__func_intval__find_size-sprintf_%s_simple_quote.php,CWE_78,func_intval,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,95,
S0043,raw_sard_php/Injection/CWE_78/safe/CWE_78__popen__CAST-cast_int_sort_of2__find_size-concatenation_simple_quote.php,CWE_78,CAST-cast_int_sort_of2,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0044,raw_sard_php/Injection/CWE_78/safe/CWE_78__popen__func_htmlspecialchars__ls-sprintf_%s_simple_quote.php,CWE_78,func_htmlspecialchars,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,78,
S0045,raw_sard_php/Injection/CWE_78/safe/CWE_78__proc_open__func_FILTER-VALIDATION-number_float_filter__find_size-concatenation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-number_float_filter,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,88,
S0046,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__CAST-func_settype_float__find_size-interpretation_simple_quote.php,CWE_78,CAST-func_settype_float,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,95,
S0047,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__func_FILTER-CLEANING-number_int_filter__find_size-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-number_int_filter,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,90,
S0048,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__func_FILTER-VALIDATION-number_int_filter__find_size-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-number_int_filter,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,88,
S0049,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__func_escapeshellarg__cat-interpretation_simple_quote.php,CWE_78,func_escapeshellarg,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,96,
S0050,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__func_mysql_real_escape_string__find_size-concatenation_simple_quote.php,CWE_78,func_mysql_real_escape_string,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,96,
S0051,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__func_preg_match-only_letters__ls-interpretation_simple_quote.php,CWE_78,func_preg_match-only_letters,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,92,
S0052,raw_sard_php/Injection/CWE_78/safe/CWE_78__shell_exec__ternary_white_list__cat-interpretation_simple_quote.php,CWE_78,ternary_white_list,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,98,
S0053,raw_sard_php/Injection/CWE_78/safe/CWE_78__system__func_FILTER-CLEANING-magic_quotes_filter__cat-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-magic_quotes_filter,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0054,raw_sard_php/Injection/CWE_78/safe/CWE_78__system__func_FILTER-CLEANING-number_float_filter__find_size-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-number_float_filter,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,94,
S0055,raw_sard_php/Injection/CWE_78/safe/CWE_78__system__func_preg_match-only_letters__ls-sprintf_%s_simple_quote.php,CWE_78,func_preg_match-only_letters,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,92,
S0056,raw_sard_php/Injection/CWE_78/safe/CWE_78__unserialize__CAST-func_settype_int__find_size-sprintf_%s_simple_quote.php,CWE_78,CAST-func_settype_int,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-502,95,
S0057,raw_sard_php/Injection/CWE_78/safe/CWE_78__unserialize__func_escapeshellarg__ls-sprintf_%s_simple_quote.php,CWE_78,func_escapeshellarg,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0058,raw_sard_php/Injection/CWE_78/safe/CWE_78__unserialize__func_htmlentities__ls-concatenation_simple_quote.php,CWE_78,func_htmlentities,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-502,95,
S0059,raw_sard_php/Injection/CWE_78/safe/CWE_78__unserialize__func_preg_match-letters_numbers__cat-interpretation_simple_quote.php,CWE_78,func_preg_match-letters_numbers,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-502,95,
S0060,raw_sard_php/Injection/CWE_78/safe/CWE_78__unserialize__func_preg_replace__cat-sprintf_%s_simple_quote.php,CWE_78,func_preg_replace,Safe,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-502,95,
S0061,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__GET__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,85,
S0062,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__GET__no_sanitizing__cat-sprintf_%s_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,99,
S0063,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__POST__func_FILTER-CLEANING-full_special_chars_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,85,
S0064,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__POST__func_FILTER-CLEANING-full_special_chars_filter__ls-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,85,
S0065,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__POST__func_FILTER-CLEANING-full_special_chars_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,88,
S0066,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__POST__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,84,
S0067,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__POST__func_preg_match-no_filtering__ls-interpretation_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0068,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__POST__no_sanitizing__ls-concatenation_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,100,
S0069,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__SESSION__func_FILTER-VALIDATION-email_filter__ls-concatenation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,85,
S0070,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__SESSION__no_sanitizing__cat-interpretation_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,98,
S0071,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__array-GET__func_FILTER-CLEANING-email_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0072,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__array-GET__func_FILTER-CLEANING-full_special_chars_filter__cat-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,80,
S0073,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__array-GET__func_FILTER-CLEANING-special_chars_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,75,
S0074,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__array-GET__func_FILTER-VALIDATION-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,82,
S0075,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__array-GET__func_FILTER-VALIDATION-email_filter__ls-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,72,
S0076,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__array-GET__func_preg_match-no_filtering__ls-interpretation_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,98,
S0077,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__backticks__func_preg_match-no_filtering__ls-concatenation_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0078,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__backticks__no_sanitizing__find_size-concatenation_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,100,
S0079,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__backticks__no_sanitizing__ls-sprintf_%s_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,98,
S0080,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__exec__func_FILTER-CLEANING-email_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,92,
S0081,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__exec__func_FILTER-CLEANING-special_chars_filter__cat-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,92,
S0082,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__fopen__func_FILTER-CLEANING-email_filter__cat-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,96,
S0083,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__fopen__func_FILTER-CLEANING-full_special_chars_filter__ls-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,88,
S0084,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__fopen__func_FILTER-CLEANING-special_chars_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,90,
S0085,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__fopen__func_FILTER-CLEANING-special_chars_filter__ls-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,85,
S0086,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-Array__func_FILTER-CLEANING-email_filter__ls-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,90,
S0087,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-Array__func_FILTER-CLEANING-special_chars_filter__cat-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,88,
S0088,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-Array__func_FILTER-VALIDATION-email_filter__cat-interpretation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,78,
S0089,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-Array__func_preg_match-no_filtering__cat-concatenation_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,98,
S0090,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__func_FILTER-CLEANING-full_special_chars_filter__cat-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0091,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__func_FILTER-CLEANING-special_chars_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,88,
S0092,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__func_FILTER-CLEANING-special_chars_filter__ls-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,78,
S0093,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__func_FILTER-CLEANING-special_chars_filter__ls-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0094,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__func_FILTER-VALIDATION-email_filter__cat-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,82,
S0095,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__func_preg_match-no_filtering__ls-interpretation_simple_quote.php,CWE_78,func_preg_match-no_filtering,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,98,
S0096,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__no_sanitizing__cat-concatenation_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,98,
S0097,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-classicGet__no_sanitizing__cat-interpretation_simple_quote.php,CWE_78,no_sanitizing,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,98,
S0098,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-directGet__func_FILTER-CLEANING-email_filter__cat-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0099,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-directGet__func_FILTER-CLEANING-email_filter__ls-sprintf_%s_simple_quote.php,CWE_78,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0100,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-directGet__func_FILTER-VALIDATION-email_filter__ls-concatenation_simple_quote.php,CWE_78,func_FILTER-VALIDATION-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Safe,None,82,
S0101,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-indexArray__func_FILTER-CLEANING-email_filter__ls-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0102,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__object-indexArray__func_FILTER-CLEANING-full_special_chars_filter__cat-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-full_special_chars_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,85,
S0103,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__popen__func_FILTER-CLEANING-email_filter__cat-concatenation_simple_quote.php,CWE_78,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
S0104,raw_sard_php/Injection/CWE_78/unsafe/CWE_78__popen__func_FILTER-CLEANING-email_filter__cat-interpretation_simple_quote.php,CWE_78,func_FILTER-CLEANING-email_filter,Vulnerable,A_clean,A,clean,1,gpt-5.5-2026-04-23,Vulnerable,CWE-78,95,
